image,instance_id,area_px,area_fraction,area_bin,k,void_px,population_n,random_baseline,bbox_top,bbox_left,bbox_bottom,bbox_right,aspect_ratio,aspect_class,queryable_grid7,queryable_grid14,measurable_by_all,model,condition,query_row,query_col,precision_at_k,mass_fraction,status,error
2008_002536,2,854,0.017020089285714284,<2%,854,2837,47339,0.01804009379158833,62,196,130,223,0.4057971014492754,tall,True,True,True,vim_s,random_init,5,13,0.31030444964871196,0.9674127331707126,ok,
2008_002623,1,4834,0.09634088010204081,5-10%,4834,811,49365,0.0979236301022992,167,0,223,207,3.6491228070175437,wide,True,True,True,vim_s,random_init,12,5,0.36429458005792303,0.9731814371323203,ok,
2008_002681,1,10264,0.20455994897959184,20-40%,10264,1290,48886,0.20995786114634046,44,99,223,194,0.5333333333333333,tall,True,True,True,vim_s,random_init,7,8,0.26675759937646143,0.9848721442656748,ok,
2008_002894,1,9588,0.19108737244897958,10-20%,9588,4264,45912,0.20883429168844747,105,0,223,203,1.7142857142857142,wide,True,True,True,vim_s,random_init,11,4,0.4616186900292032,0.9824395954904271,ok,
2008_002929,1,8179,0.1630062181122449,10-20%,8179,3493,46683,0.1752029646766489,123,5,223,223,2.1683168316831685,wide,True,True,True,vim_s,random_init,11,7,0.35530015894363615,0.8197771276531695,ok,
2008_003034,1,6648,0.13249362244897958,10-20%,6648,2931,47245,0.14071330299502594,161,0,214,223,4.148148148148148,wide,True,True,True,vim_s,random_init,12,6,0.6698255114320096,0.9996752398162099,ok,
2008_003065,1,21493,0.42835220025510207,>=40%,21493,3364,46812,0.45913440998034694,0,24,223,223,0.8928571428571429,square,True,True,True,vim_s,random_init,4,6,0.6656585865165403,0.9904149715417073,ok,
2008_003094,1,931,0.0185546875,<2%,931,3157,47019,0.01980050617835343,133,156,190,190,0.603448275862069,tall,True,True,True,vim_s,random_init,9,10,0.3147153598281418,0.9574455331404536,ok,
2008_003333,1,2397,0.047771843112244895,2-5%,2397,4358,45818,0.052315683792396005,61,179,125,223,0.6923076923076923,square,True,True,True,vim_s,random_init,5,12,0.29411764705882354,0.9730635067823582,ok,
2008_003333,2,3982,0.07936065051020408,5-10%,3982,4358,45818,0.08690907503601204,86,50,198,189,1.238938053097345,square,True,True,True,vim_s,random_init,9,7,0.40959316926167755,0.8985441784631205,ok,
2008_003333,3,3339,0.06654575892857142,5-10%,3339,4358,45818,0.07287528918765551,52,112,173,176,0.5327868852459017,tall,True,True,True,vim_s,random_init,6,9,0.2560646900269542,0.9781872236694114,ok,
2008_003362,1,3646,0.07266422193877552,5-10%,3646,900,49276,0.07399139540547123,37,116,84,223,2.25,wide,True,True,True,vim_s,random_init,3,10,0.42841470104223806,0.9950249853947489,ok,
2008_003461,4,1737,0.03461814413265306,2-5%,1737,4218,45958,0.03779537838896384,104,171,202,223,0.5353535353535354,tall,True,True,True,vim_s,random_init,9,12,0.20898100172711573,0.7466644696215694,ok,
2008_003477,1,1387,0.027642697704081634,2-5%,1387,3194,46982,0.0295219445745179,81,182,121,223,1.024390243902439,square,True,True,True,vim_s,random_init,6,12,0.414563806777217,0.977150148691719,ok,
2008_003500,1,36105,0.7195671237244898,>=40%,36105,1354,48822,0.7395231657859161,0,2,190,215,1.1204188481675392,square,True,True,True,vim_s,random_init,5,6,0.9319484835895305,0.9999456848502907,ok,
2008_003511,3,20150,0.40158641581632654,>=40%,20150,2478,47698,0.4224495785986834,16,101,223,223,0.5913461538461539,tall,True,True,True,vim_s,random_init,8,10,0.34987593052109184,0.9993458607202304,ok,
2008_003523,4,667,0.013293207908163265,<2%,667,4950,45226,0.014748153716888516,188,0,223,39,1.1111111111111112,square,True,True,True,vim_s,random_init,13,1,0.391304347826087,0.7540298545785372,ok,
2008_003585,1,22713,0.45266661352040816,>=40%,22713,1348,48828,0.4651634308183829,16,0,196,139,0.7734806629834254,square,True,True,True,vim_s,random_init,6,4,0.5382380134724607,0.9996415757220078,ok,
2008_003676,2,5199,0.10361527423469388,10-20%,5199,6046,44130,0.1178110129163834,94,110,223,167,0.4461538461538462,tall,True,True,True,vim_s,random_init,10,8,0.18234275822273513,0.9873944738576623,ok,
2008_003733,3,14169,0.2823860012755102,20-40%,14169,3836,46340,0.30576176089771256,29,31,223,210,0.9230769230769231,square,True,True,True,vim_s,random_init,9,5,0.3326275672242219,0.984435388950272,ok,
2008_003814,2,3162,0.06301817602040816,5-10%,3162,349,49827,0.06345957011258956,139,0,223,56,0.6705882352941176,square,True,True,True,vim_s,random_init,11,1,0.17900063251106893,0.9420553095009178,ok,
2008_003874,1,13326,0.26558514030612246,20-40%,13326,6456,43720,0.30480329368709974,27,0,223,99,0.5076142131979695,tall,True,True,True,vim_s,random_init,8,3,0.3090199609785382,0.9935130426109313,ok,
2008_003874,2,16767,0.334163743622449,20-40%,16767,6456,43720,0.38350869167429097,11,109,222,223,0.5424528301886793,tall,True,True,True,vim_s,random_init,8,10,0.45386771634758755,0.999395144185473,ok,
2008_003998,1,43087,0.8587173150510204,>=40%,43087,3138,47038,0.9160040818061992,18,0,223,223,1.087378640776699,square,True,True,True,vim_s,random_init,7,6,0.9083018079699213,0.9999704210160726,ok,
2008_004175,1,6003,0.11963887117346939,10-20%,6003,2308,47868,0.12540737026823764,59,0,131,146,2.0136986301369864,wide,True,True,True,vim_s,random_init,5,3,0.4990837914376145,0.999173552293043,ok,
2008_004212,1,6958,0.138671875,10-20%,6958,1076,49100,0.14171079429735234,90,62,164,223,2.16,wide,True,True,True,vim_s,random_init,7,8,0.5480022995113538,0.9994797439157356,ok,
2008_004321,5,918,0.01829559948979592,<2%,918,2703,47473,0.019337307522170496,181,0,223,23,0.5581395348837209,tall,True,True,True,vim_s,random_init,12,0,0.36056644880174293,0.943021836076364,ok,
2008_004583,1,15523,0.30937101403061223,20-40%,15523,1270,48906,0.3174048174048174,59,0,161,223,2.174757281553398,wide,True,True,True,vim_s,random_init,6,7,0.5451265863557302,0.9998509626761898,ok,
2008_004588,1,4613,0.09193638392857142,5-10%,4613,591,49585,0.09303216698598367,166,113,221,223,1.9821428571428572,wide,True,True,True,vim_s,random_init,12,11,0.4374593539995664,0.9946310585432084,ok,
2008_004610,1,26015,0.5184749681122449,>=40%,26015,1651,48525,0.5361154044307058,36,0,206,223,1.3099415204678362,square,True,True,True,vim_s,random_init,7,5,0.5087065154718432,0.9998937041361575,ok,
2008_004758,1,6292,0.1253985969387755,10-20%,6292,5947,44229,0.14225960342761537,26,0,209,182,0.9945652173913043,square,True,True,True,vim_s,random_init,8,6,0.2946598855689765,0.8778692799750439,ok,
2008_004776,3,4998,0.099609375,5-10%,4998,2610,47566,0.10507505360972123,146,0,223,97,1.2564102564102564,square,True,True,True,vim_s,random_init,10,2,0.3509403761504602,0.9883881252962292,ok,
2008_004946,1,20966,0.4178491709183674,>=40%,20966,2845,47331,0.44296549829921195,16,0,193,206,1.1629213483146068,square,True,True,True,vim_s,random_init,8,6,0.6649813984546409,0.9998971885206553,ok,
2008_005006,1,6739,0.13430723852040816,10-20%,6739,623,49553,0.13599580247411863,70,51,145,143,1.2236842105263157,square,True,True,True,vim_s,random_init,6,6,0.3283870010387298,0.9910334123190095,ok,
2008_005089,3,787,0.015684789540816327,<2%,787,3307,46869,0.01679148264311165,131,193,171,223,0.7560975609756098,square,True,True,True,vim_s,random_init,9,13,0.3583227445997459,0.9695765937303711,ok,
2008_005197,4,2470,0.04922672193877551,2-5%,2470,4011,46165,0.05350373659698906,27,156,158,209,0.4090909090909091,tall,True,True,True,vim_s,random_init,4,11,0.311336032388664,0.9669510202605786,ok,
2008_005342,2,10447,0.20820711096938777,20-40%,10447,5677,44499,0.23476932065889122,131,0,223,166,1.7956989247311828,wide,True,True,True,vim_s,random_init,10,4,0.4463482339427587,0.9994872553514085,ok,
2008_005541,1,12939,0.2578722895408163,20-40%,12939,1618,48558,0.26646484616335103,56,0,152,223,2.3092783505154637,wide,True,True,True,vim_s,random_init,7,6,0.6202179457454208,0.9998796171706809,ok,
2008_005600,1,6602,0.13157684948979592,10-20%,6602,3631,46545,0.14184122891825116,53,19,223,111,0.543859649122807,tall,True,True,True,vim_s,random_init,8,5,0.21296576794910632,0.8325070932080658,ok,
2008_005678,1,20911,0.4167530293367347,>=40%,20911,1400,48776,0.42871494177464325,53,35,203,223,1.2516556291390728,square,True,True,True,vim_s,random_init,8,7,0.6142700014346516,0.999789168604288,ok,
2008_005680,3,4384,0.08737244897959184,5-10%,4384,2472,47704,0.09190005031024652,113,37,223,107,0.6396396396396397,tall,True,True,True,vim_s,random_init,10,4,0.2721259124087591,0.9852029544747237,ok,
2008_005716,1,12762,0.2543447066326531,20-40%,12762,1631,48545,0.2628901019672469,4,2,127,223,1.7903225806451613,wide,True,True,True,vim_s,random_init,4,5,0.6053126469205453,0.9997543928039127,ok,
2008_006008,1,2900,0.05779655612244898,5-10%,2900,4047,46129,0.06286717683019359,158,101,223,196,1.4545454545454546,square,True,True,True,vim_s,random_init,12,9,0.3762068965517241,0.9444888754933033,ok,
2008_006008,4,3851,0.07674984056122448,5-10%,3851,4047,46129,0.08348327516312948,134,17,223,158,1.5777777777777777,wide,True,True,True,vim_s,random_init,9,6,0.4580628408205661,0.99089434870811,ok,
2008_006063,1,31200,0.6218112244897959,>=40%,31200,2554,47622,0.6551593801184327,0,0,223,223,1.0,square,True,True,True,vim_s,random_init,5,5,0.8446153846153847,0.9997988223042749,ok,
2008_006215,1,23415,0.46665736607142855,>=40%,23415,2127,48049,0.4873150325709172,41,1,196,221,1.4166666666666667,square,True,True,True,vim_s,random_init,7,7,0.658723040785821,0.9999377373263011,ok,
2008_006221,1,834,0.016621492346938774,<2%,834,2885,47291,0.017635490896787974,65,24,98,60,1.088235294117647,square,True,True,True,vim_s,random_init,4,2,0.35731414868105515,0.9417215594100775,ok,
2008_006254,7,13938,0.2777822066326531,20-40%,13938,9130,41046,0.33957023826925886,62,18,207,212,1.3356164383561644,square,True,True,True,vim_s,random_init,10,8,0.6000860955660784,0.8662014209750336,ok,
2008_006275,2,9627,0.19186463647959184,10-20%,9627,4218,45958,0.20947386744418817,43,76,223,161,0.47513812154696133,tall,True,True,True,vim_s,random_init,9,7,0.28596655240469515,0.9886459068803317,ok,
2008_006289,1,673,0.013412786989795918,<2%,673,2737,47439,0.014186639684647652,120,154,164,190,0.8222222222222222,square,True,True,True,vim_s,random_init,9,11,0.31946508172362553,0.9422569826851772,ok,
2008_006289,3,19546,0.38954878826530615,20-40%,19546,2737,47439,0.4120238622230654,0,0,203,187,0.9215686274509803,square,True,True,True,vim_s,random_init,6,3,0.3916913946587537,0.9977593768705998,ok,
2008_007090,1,976,0.0194515306122449,<2%,976,3601,46575,0.020955448201825013,118,0,158,45,1.1219512195121952,square,True,True,True,vim_s,random_init,9,1,0.2797131147540984,0.8137051745401552,ok,
2008_007378,2,3986,0.07944036989795919,5-10%,3986,5550,44626,0.08932012728006095,0,139,118,223,0.7142857142857143,square,True,True,True,vim_s,random_init,2,12,0.288509784244857,0.9200164763488501,ok,
2008_007402,2,16358,0.3260124362244898,20-40%,16358,3924,46252,0.35367119259707686,0,52,223,160,0.48660714285714285,tall,True,True,True,vim_s,random_init,7,6,0.36874923584790315,0.9966989629195443,ok,
2008_007402,5,950,0.018933354591836735,<2%,950,3924,46252,0.020539652339358297,61,0,143,43,0.5301204819277109,tall,True,True,True,vim_s,random_init,4,1,0.5147368421052632,0.9749992184771687,ok,
2008_007428,2,625,0.012456154336734694,<2%,625,634,49542,0.01261555851600662,162,158,190,188,1.0689655172413792,square,True,True,True,vim_s,random_init,11,10,0.3648,0.9291963986744252,ok,
2008_007737,1,1039,0.020707110969387755,2-5%,1039,3078,47098,0.022060384729712515,70,102,159,130,0.32222222222222224,tall,True,True,True,vim_s,random_init,8,7,0.2646775745909528,0.6935534383199353,ok,
2008_007797,1,29813,0.5941685267857143,>=40%,29813,1537,48639,0.6129443450728839,27,35,202,223,1.0738636363636365,square,True,True,True,vim_s,random_init,7,8,0.6210378023010096,0.9998128471246086,ok,
2008_007811,1,20608,0.4107142857142857,>=40%,20608,1198,48978,0.42076034137776147,0,63,223,193,0.5848214285714286,tall,True,True,True,vim_s,random_init,8,7,0.34816576086956524,0.9990720820456033,ok,
2008_008051,1,40136,0.7999043367346939,>=40%,40136,1074,49102,0.8174005132173843,44,0,223,223,1.2444444444444445,square,True,True,True,vim_s,random_init,8,6,0.7766095276061391,0.9999441972888727,ok,
2008_008051,2,7136,0.14221938775510204,10-20%,7136,1074,49102,0.14533012911897683,0,13,43,223,4.795454545454546,wide,True,True,True,vim_s,random_init,1,7,0.8304372197309418,0.9987796329728155,ok,
2008_008193,1,14752,0.2940051020408163,20-40%,14752,3286,46890,0.3146086585625933,29,49,195,223,1.0479041916167664,square,True,True,True,vim_s,random_init,5,8,0.49037418655097614,0.9988938358233047,ok,
2008_008268,3,933,0.018594547193877552,<2%,933,1875,48301,0.01931637026148527,152,179,201,223,0.9,square,True,True,True,vim_s,random_init,11,12,0.3536977491961415,0.9120219998348839,ok,
2008_008362,4,2932,0.0584343112244898,5-10%,2932,4931,45245,0.06480274063432423,93,102,162,175,1.0571428571428572,square,True,True,True,vim_s,random_init,8,8,0.3867667121418827,0.985720351116446,ok,
2008_008682,2,1939,0.03864397321428571,2-5%,1939,1105,49071,0.039514173340669645,104,67,149,114,1.0434782608695652,square,True,True,True,vim_s,random_init,7,5,0.36926250644662195,0.9708014335278498,ok,
2009_000121,3,2048,0.04081632653061224,2-5%,2048,1999,48177,0.04250991136849534,0,191,73,223,0.44594594594594594,tall,True,True,True,vim_s,random_init,2,13,0.2177734375,0.9051662123325853,ok,
2009_000133,1,4639,0.0924545599489796,5-10%,4639,2438,47738,0.09717625371821191,117,0,187,215,3.0422535211267605,wide,True,True,True,vim_s,random_init,10,6,0.7236473377883165,0.9996745100510219,ok,
2009_000335,3,1608,0.03204719387755102,2-5%,1608,1753,48423,0.03320736013877703,81,0,173,18,0.20430107526881722,tall,True,True,True,vim_s,random_init,8,0,0.17848258706467662,0.9614541638030287,ok,
2009_000409,1,571,0.011379942602040817,<2%,571,1704,48472,0.011779996699125269,125,0,159,32,0.9428571428571428,square,True,True,True,vim_s,random_init,8,0,0.43782837127845886,0.9601886895279865,ok,
2009_000426,1,10788,0.2150031887755102,20-40%,10788,1638,48538,0.222258848737072,49,0,166,103,0.8813559322033898,square,True,True,True,vim_s,random_init,6,2,0.41583240637745644,0.9911752078109068,ok,
2009_000469,1,9120,0.18176020408163265,10-20%,9120,6668,43508,0.2096166222303944,25,0,190,176,1.0662650602409638,square,True,True,True,vim_s,random_init,9,5,0.44089912280701754,0.9994930448531681,ok,
2009_000488,2,766,0.01526626275510204,<2%,766,1714,48462,0.015806198671123768,97,97,133,131,0.9459459459459459,square,True,True,True,vim_s,random_init,7,7,0.4112271540469974,0.9643414679733542,ok,
2009_000503,1,2145,0.04274952168367347,2-5%,2145,724,49452,0.04337539432176656,68,42,155,98,0.6477272727272727,tall,True,True,True,vim_s,random_init,6,4,0.282983682983683,0.9616775503982029,ok,
2009_000505,3,3051,0.06080596301020408,5-10%,3051,12503,37673,0.08098638282058769,30,52,137,157,0.9814814814814815,square,True,True,True,vim_s,random_init,6,7,0.23828253031792854,0.9940240837990116,ok,
2009_000573,1,6450,0.12854751275510204,10-20%,6450,6142,44034,0.14647772176045784,53,0,198,223,1.5342465753424657,wide,True,True,True,vim_s,random_init,9,7,0.35038759689922483,0.9447008340596434,ok,
2009_000664,1,4387,0.08743223852040816,5-10%,4387,2627,47549,0.09226271845885298,12,101,171,173,0.45625,tall,True,True,True,vim_s,random_init,5,9,0.18554821062229315,0.9468991064787909,ok,
2009_000675,1,3577,0.0712890625,5-10%,3577,1583,48593,0.07361142551396292,81,39,144,131,1.453125,square,True,True,True,vim_s,random_init,6,5,0.3771316745876433,0.9842030981245644,ok,
2009_000705,1,2317,0.046177455357142856,2-5%,2317,1854,48322,0.047949174289143665,81,80,153,191,1.5342465753424657,wide,True,True,True,vim_s,random_init,6,8,0.4574881312041433,0.9898561035304775,ok,
2009_000712,1,11611,0.23140545280612246,20-40%,11611,1068,49108,0.2364380548994054,94,0,185,160,1.75,wide,True,True,True,vim_s,random_init,8,4,0.4933252949788993,0.9997837836984094,ok,
2009_000727,1,3733,0.07439811862244898,5-10%,3733,3555,46621,0.08007121254370349,65,74,199,216,1.0592592592592593,square,True,True,True,vim_s,random_init,7,9,0.1947495312081436,0.8677423334705108,ok,
2009_000731,1,32454,0.6468032525510204,>=40%,32454,15755,34421,0.9428546526829552,0,0,223,223,1.0,square,True,True,True,vim_s,random_init,6,5,0.9398533308683059,0.9999708780954035,ok,
2009_000931,1,1195,0.023816167091836735,2-5%,1195,1779,48397,0.024691613116515486,54,181,116,223,0.6825396825396826,square,True,True,True,vim_s,random_init,4,12,0.20753138075313807,0.7988730867341124,ok,
2009_001019,4,5976,0.11910076530612244,10-20%,5976,2299,47877,0.12481985086784886,47,21,97,223,3.980392156862745,wide,True,True,True,vim_s,random_init,4,8,0.5460174029451138,0.9993113273183898,ok,
2009_001082,2,21624,0.4309630102040816,>=40%,21624,1618,48558,0.44532311874459407,8,0,203,137,0.7040816326530612,square,True,True,True,vim_s,random_init,6,3,0.5260358860525343,0.9986001320428063,ok,
2009_001104,4,608,0.01211734693877551,<2%,608,2726,47450,0.012813487881981033,61,0,106,19,0.43478260869565216,tall,True,True,True,vim_s,random_init,5,0,0.3996710526315789,0.9686381090807019,ok,
2009_001117,1,8818,0.17574139030612246,10-20%,8818,3083,47093,0.18724651222049987,14,14,143,143,1.0,square,True,True,True,vim_s,random_init,4,4,0.5325470628260377,0.9991056349422033,ok,
2009_001145,1,12718,0.2534677933673469,20-40%,12718,2258,47918,0.26541174506448517,46,2,178,163,1.218045112781955,square,True,True,True,vim_s,random_init,6,5,0.3877968233999056,0.9992833355138296,ok,
2009_001197,1,22736,0.453125,>=40%,22736,1783,48393,0.4698200152914678,57,37,201,223,1.289655172413793,square,True,True,True,vim_s,random_init,8,8,0.6224929627023223,0.9998305291925955,ok,
2009_001205,1,23923,0.47678172831632654,>=40%,23923,1681,48495,0.49330858851427983,19,24,197,197,0.9720670391061452,square,True,True,True,vim_s,random_init,6,7,0.5223843163482841,0.9996683655679629,ok,
2009_001251,1,24421,0.48670679209183676,>=40%,24421,2579,47597,0.5130785553711369,12,1,223,193,0.910377358490566,square,True,True,True,vim_s,random_init,6,6,0.5127554154211539,0.9998245643222068,ok,
2009_001253,1,11297,0.22514748086734693,20-40%,11297,2797,47379,0.23843897085206525,26,53,223,170,0.5959595959595959,tall,True,True,True,vim_s,random_init,8,7,0.29175887403735506,0.9882523992268213,ok,
2009_001300,1,5361,0.10684390943877552,10-20%,5361,1005,49171,0.10902767891643449,87,73,164,193,1.5512820512820513,wide,True,True,True,vim_s,random_init,8,9,0.3889199776161164,0.9906001436280362,ok,
2009_001339,1,3718,0.07409917091836735,5-10%,3718,4371,45805,0.08117017792817378,115,54,223,113,0.5504587155963303,tall,True,True,True,vim_s,random_init,11,5,0.16030123722431414,0.9564461371669951,ok,
2009_001388,1,988,0.019690688775510203,<2%,988,344,49832,0.01982661743458019,98,113,127,157,1.5,wide,True,True,True,vim_s,random_init,7,8,0.4342105263157895,0.9800272362472568,ok,
2009_001422,1,13631,0.271663743622449,20-40%,13631,1998,48178,0.2829299680352028,0,37,223,152,0.5178571428571429,tall,True,True,True,vim_s,random_init,7,5,0.2729807057442594,0.9935135573910373,ok,
2009_001443,2,3354,0.06684470663265306,5-10%,3354,1243,48933,0.06854270124455888,138,116,194,207,1.6140350877192982,wide,True,True,True,vim_s,random_init,10,10,0.38938580799045913,0.9908804023496505,ok,
2009_001444,1,31157,0.6209542410714286,>=40%,31157,2559,47617,0.6543251359808472,9,0,223,164,0.7674418604651163,square,True,True,True,vim_s,random_init,7,4,0.6102320505825336,0.9997893499014744,ok,
2009_001481,1,5588,0.11136798469387756,10-20%,5588,8492,41684,0.1340562326072354,46,0,195,180,1.2066666666666668,square,True,True,True,vim_s,random_init,8,5,0.2125984251968504,0.9729982885868829,ok,
2009_001505,2,4923,0.09811463647959184,5-10%,4923,4566,45610,0.10793685595264196,99,65,218,167,0.8583333333333333,square,True,True,True,vim_s,random_init,9,7,0.2799106236034938,0.9831225787986376,ok,
2009_001514,2,967,0.01927216198979592,<2%,967,4871,45305,0.021344222491998674,164,52,215,94,0.8269230769230769,square,True,True,True,vim_s,random_init,12,4,0.31230610134436404,0.9571430271378951,ok,
2009_001514,4,7120,0.14190051020408162,10-20%,7120,4871,45305,0.157157046683589,8,87,191,219,0.7228260869565217,square,True,True,True,vim_s,random_init,7,9,0.2580056179775281,0.988336083617845,ok,
2009_001607,1,4469,0.08906648596938775,5-10%,4469,1822,48354,0.09242255035777805,0,73,184,155,0.4486486486486487,tall,True,True,True,vim_s,random_init,5,6,0.22040724994405908,0.9685473029878251,ok,
2009_001690,1,20329,0.4051538584183674,>=40%,20329,1941,48235,0.42145744791126777,2,90,223,223,0.6036036036036037,tall,True,True,True,vim_s,random_init,8,10,0.3093118205519209,0.9983725284256354,ok,
2009_001718,1,11045,0.2201251594387755,20-40%,11045,2725,47451,0.2327664327411435,48,31,223,167,0.7784090909090909,square,True,True,True,vim_s,random_init,8,6,0.2693526482571299,0.998663441726976,ok,
2009_001768,1,1590,0.03168845663265306,2-5%,1590,4004,46172,0.034436454994368884,0,66,34,144,2.257142857142857,wide,True,True,True,vim_s,random_init,0,6,0.6314465408805031,0.9688119048335124,ok,
2009_001775,4,2399,0.04781170280612245,2-5%,2399,3486,46690,0.05138145213107732,158,0,214,58,1.0350877192982457,square,True,True,True,vim_s,random_init,11,1,0.3618174239266361,0.968540565965839,ok,
2009_001802,1,3515,0.07005341198979592,5-10%,3515,586,49590,0.07088122605363985,83,84,159,140,0.7402597402597403,square,True,True,True,vim_s,random_init,7,7,0.24751066856330015,0.9735515575808865,ok,
2009_001961,2,4198,0.0836654974489796,5-10%,4198,3186,46990,0.08933815705469249,54,189,194,223,0.24822695035460993,tall,True,True,True,vim_s,random_init,7,13,0.15388280133396856,0.9573947838952069,ok,
2009_001972,1,5510,0.10981345663265306,10-20%,5510,1271,48905,0.112667416419589,91,22,222,143,0.9242424242424242,square,True,True,True,vim_s,random_init,9,5,0.1809437386569873,0.9287337581196395,ok,
2009_002082,1,4164,0.08298788265306123,5-10%,4164,2552,47624,0.08743490676969595,75,0,155,121,1.5061728395061729,wide,True,True,True,vim_s,random_init,6,3,0.32732949087415947,0.989834234448617,ok,
2009_002122,1,7632,0.1521045918367347,10-20%,7632,2533,47643,0.16019142371387193,62,65,159,214,1.530612244897959,wide,True,True,True,vim_s,random_init,6,9,0.4129979035639413,0.9977945613089129,ok,
2009_002150,1,18556,0.3698182397959184,20-40%,18556,3478,46698,0.397361771382072,18,16,222,198,0.8926829268292683,square,True,True,True,vim_s,random_init,6,6,0.5310950635912912,0.9975459702481414,ok,
2009_002155,1,15577,0.31044722576530615,20-40%,15577,1399,48777,0.31935133362035384,33,0,212,165,0.9222222222222223,square,True,True,True,vim_s,random_init,7,5,0.5031777620851255,0.999072301536126,ok,
2009_002165,2,7420,0.14787946428571427,10-20%,7420,2020,48156,0.15408256499709277,82,29,173,163,1.4673913043478262,square,True,True,True,vim_s,random_init,7,5,0.4890835579514825,0.9993480860225981,ok,
2009_002229,1,20905,0.41663345025510207,>=40%,20905,2989,47187,0.443024561849662,0,41,212,223,0.8591549295774648,square,True,True,True,vim_s,random_init,6,8,0.5227457546041617,0.999891738302869,ok,
2009_002268,1,11828,0.23573022959183673,20-40%,11828,1621,48555,0.24360004119040263,109,23,223,222,1.7391304347826086,wide,True,True,True,vim_s,random_init,11,8,0.3527223537368955,0.9991245979918444,ok,
2009_002317,1,11955,0.23826132015306123,20-40%,11955,2619,47557,0.25138255146455835,50,0,176,174,1.3779527559055118,square,True,True,True,vim_s,random_init,7,5,0.38527812630698455,0.9938406020286884,ok,
2009_002343,5,14537,0.2897201849489796,20-40%,14537,1685,48491,0.2997875894495886,68,0,186,178,1.504201680672269,wide,True,True,True,vim_s,random_init,7,5,0.5926257136960859,0.9997827211636353,ok,
2009_002382,5,868,0.017299107142857144,<2%,868,4870,45306,0.019158610338586502,98,196,168,223,0.39436619718309857,tall,True,True,True,vim_s,random_init,8,13,0.31336405529953915,0.9561961044551013,ok,
2009_002416,2,6672,0.1329719387755102,10-20%,6672,3571,46605,0.14316060508529127,5,32,179,121,0.5142857142857142,tall,True,True,True,vim_s,random_init,5,4,0.17326139088729017,0.9729666254305563,ok,
2009_002487,1,4504,0.0897640306122449,5-10%,4504,6819,43357,0.10388172613418825,121,50,223,165,1.1262135922330097,square,True,True,True,vim_s,random_init,9,6,0.2839698046181172,0.8125608340400932,ok,
2009_002584,2,801,0.015963807397959183,<2%,801,5639,44537,0.017985046141410513,0,71,19,140,3.5,wide,True,True,True,vim_s,random_init,0,6,0.4968789013732834,0.9792938829103508,ok,
2009_002584,3,3831,0.07635124362244898,5-10%,3831,5639,44537,0.08601836675124054,44,27,128,174,1.7411764705882353,wide,True,True,True,vim_s,random_init,5,6,0.41059775515531194,0.999130021225544,ok,
2009_002618,1,6055,0.12067522321428571,10-20%,6055,671,49505,0.12231087768912231,106,0,223,71,0.6101694915254238,tall,True,True,True,vim_s,random_init,10,1,0.27431874483897606,0.9827963794263999,ok,
2009_002628,1,9545,0.19023038903061223,10-20%,9545,3273,46903,0.2035051062831802,51,60,215,157,0.593939393939394,tall,True,True,True,vim_s,random_init,7,6,0.3998952331063384,0.994944445538458,ok,
2009_002713,1,27949,0.5570192920918368,>=40%,27949,1775,48401,0.5774467469680379,32,1,183,221,1.4539473684210527,square,True,True,True,vim_s,random_init,6,6,0.6449962431571792,0.9999339280067162,ok,
2009_002727,2,1224,0.024394132653061226,2-5%,1224,695,49481,0.024736767648188194,125,133,161,221,2.4054054054054053,wide,True,True,True,vim_s,random_init,9,11,0.43137254901960786,0.6608604989066669,ok,
2009_002749,1,14759,0.29414461096938777,20-40%,14759,1886,48290,0.30563263615655417,0,16,223,89,0.33035714285714285,tall,True,True,True,vim_s,random_init,7,3,0.39779117826411003,0.9919618896866667,ok,
2009_002820,1,12303,0.2451969068877551,20-40%,12303,1921,48255,0.2549580354367423,32,50,194,180,0.803680981595092,square,True,True,True,vim_s,random_init,6,7,0.3282126310655938,0.9924370087419577,ok,
2009_002820,2,12931,0.25771285076530615,20-40%,12931,1921,48255,0.267972230856906,0,0,92,223,2.4086021505376345,wide,True,True,True,vim_s,random_init,1,6,0.8479622612326966,0.9999999018171009,ok,
2009_002912,1,901,0.017956792091836735,<2%,901,1841,48335,0.018640736526326678,90,13,121,66,1.6875,wide,True,True,True,vim_s,random_init,6,2,0.6503884572697003,0.9865042784526622,ok,
2009_002932,3,823,0.016402264030612245,<2%,823,5245,44931,0.0183169749170951,119,0,155,22,0.6216216216216216,tall,True,True,True,vim_s,random_init,8,0,0.3839611178614824,0.972123810987355,ok,
2009_002936,1,6013,0.11983816964285714,10-20%,6013,1045,49131,0.12238708758217826,43,76,200,150,0.47468354430379744,tall,True,True,True,vim_s,random_init,7,6,0.19491102611009478,0.9758381269462371,ok,
2009_002984,2,3994,0.07959980867346939,5-10%,3994,1985,48191,0.08287854578655765,60,154,128,223,1.0144927536231885,square,True,True,True,vim_s,random_init,5,11,0.4984977466199299,0.9889472988970053,ok,
2009_003059,2,13640,0.27184311224489793,20-40%,13640,3931,46245,0.2949508054924857,57,0,223,130,0.7844311377245509,square,True,True,True,vim_s,random_init,8,3,0.4683284457478006,0.8860381736133441,ok,
